URL,Version,Status,OIDs,Name,Title,Description,Used
https://hl7.fr/ig/fhir/core/CodeSystem/fr-core-cs-champ-activite,2.1.0,draft,,FRCoreCodeSystemChampActivite,FR Core CodeSystem Champ Activite - Codes du champ d'activité,"Champ d'activité clinique de l'organisation type UF, tel que cité dans les fiches pratiques de comptabilité analytique hospitalière, de la DGOS.",
https://hl7.fr/ig/fhir/core/CodeSystem/fr-core-cs-code-tarif-tnjp,2.1.0,draft,,FRCoreCodeSystemCodeTarifTNJP,FR Core CodeSystem Codes Tarifs - nomenclature TNJP,"La nomenclature des codes Tarif - Tarifs Nationaux Journaliers des Prestations",
https://hl7.fr/ig/fhir/core/CodeSystem/fr-core-cs-discipline-equipement,2.1.0,draft,,FRCoreCodeSystemDisciplineEquipement,FR Core CodeSystem Discipline d'Equipement - nomenclature SAE,"La nomenclature de disciplines d'équipement est utilisée pour ventiler l'activité et le personnel entre les différentes disciplines de la section hôpital (MCO, PSY, HAD, SMR et SLD) et la discipline 'administration, services hôteliers et techniques'. La nomenclature des disciplines d’équipement s’applique aux unités fonctionnelles et aux sections issues du fichier de structure des établissements. Les disciplines sociales, médico-sociales et de formation n'apparaissent pas, car elles ne font pas partie du champ de la SAE.",
https://hl7.fr/ig/fhir/core/CodeSystem/fr-core-cs-discipline-prestation,2.1.0,draft,,FRCoreCodeSystemDisciplinePrestation,FR Core CodeSystem Discipline de prestation - nomenclature SAE,"La nomenclature des discipline de prestation.",
https://hl7.fr/ig/fhir/core/CodeSystem/fr-core-cs-location-position-lit,2.1.0,active,,FRCoreCodeSystemPositionLit,FR Core CodeSystem Position du lit,"Position du lit dans la chambre",
https://hl7.fr/ig/fhir/core/CodeSystem/fr-core-cs-location-type,2.1.0,active,,FRCoreCodeSystemLocationType,FR Core CodeSystem Location Type,"Location type",
https://hl7.fr/ig/fhir/core/CodeSystem/fr-core-cs-location-type-chambre,2.1.0,active,,FRCoreCodeSystemTypeChambre,FR Core CodeSystem Type Chambre,"Type de chambre",
https://hl7.fr/ig/fhir/core/CodeSystem/fr-core-cs-type-activite,2.1.0,draft,,FRCoreCodeSystemTypeActivite,FR Core CodeSystem Type d'activité - nomenclature SAE,"La nomenclature des types d'activité.",
https://hl7.fr/ig/fhir/core/CodeSystem/fr-core-cs-uf-indicateur,2.1.0,draft,,FRCoreCodeSystemUFIndicateur,FR Core CodeSystem UF Indicator - indicateur d'une unité fonctionnelle,"Système de codage permettant de définir les indicateurs d'une unité fonctionnelle.",
https://hl7.fr/ig/fhir/core/CodeSystem/fr-core-cs-v2-3307,2.1.0,draft,,FRCoreCodeSystemv2_3307,FR Core CodeSystem v2-3307,"HL7 v2 - Table 3307",
